pathway	Ontology	Description	pval	padj	ES	NES	nMoreExtreme	size
GO:0048643	BP	positive regulation of skeletal muscle tissue development	0.0557614586631405	0.527668618090088	0.722439890587725	1.49600898707777	2993	8
GO:0016554	BP	cytidine to uridine editing	0.0558586496678727	0.527699949215315	0.797234747216791	1.4631623791353	2917	5
GO:0000463	BP	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.0563064492247816	0.530148326788103	-0.750433860030374	-1.48921711194997	2661	6
GO:0006258	BP	UDP-glucose catabolic process	0.0562924619864122	0.530148326788103	-0.920664036054395	-1.37217447399347	2783	2
GO:0006020	BP	inositol metabolic process	0.0565196775723092	0.530572834917947	0.76798523515492	1.47665248408892	2979	6
GO:0003170	BP	heart valve development	0.0565403181134763	0.530572834917947	0.925554640557123	1.36738140701821	2857	2
GO:1900042	BP	positive regulation of interleukin-2 secretion	0.0567709080476259	0.531848790226175	0.615499942648856	1.48773421209817	3165	15
GO:0055016	BP	hypochord development	0.0569410072551135	0.532554745059888	-0.749894724398704	-1.48814721085527	2691	6
GO:0035066	BP	positive regulation of histone acetylation	0.0570965323663244	0.533122273141378	0.54736712578933	1.4601077064337	3274	23
GO:0006486	BP	protein glycosylation	0.0577519825307436	0.535606466991482	-0.345146328024587	-1.30302856424019	2009	93
GO:0030198	BP	extracellular matrix organization	0.0579343056272587	0.535606466991482	0.437270687510767	1.39247807056758	3590	56
GO:0002322	BP	B cell proliferation involved in immune response	0.0578885068485429	0.535606466991482	0.740880751072457	1.48358052431308	3080	7
GO:0032060	BP	bleb assembly	0.0575623576255288	0.535606466991482	0.795236609388488	1.45949520317626	3006	5
GO:0002337	BP	B-1a B cell differentiation	0.0577529350327834	0.535606466991482	0.830870609643373	1.44134646301046	2985	4
GO:1900122	BP	positive regulation of receptor binding	0.0577529350327834	0.535606466991482	0.830870609643373	1.44134646301046	2985	4
GO:0006958	BP	complement activation, classical pathway	0.0582271468144044	0.536920474395535	-0.359715597135179	-1.32036062930704	2101	78
GO:0035523	BP	protein K29-linked deubiquitination	0.05841631104789	0.536920474395535	0.766118525245271	1.47306324604244	3079	6
GO:2001275	BP	positive regulation of glucose import in response to insulin stimulus	0.0584585181160055	0.536920474395535	0.56026565773129	1.46531958146809	3334	21
GO:0035143	BP	caudal fin morphogenesis	0.0584395030466092	0.536920474395535	0.924137380669746	1.36528759782101	2953	2
GO:0051897	BP	positive regulation of protein kinase B signaling	0.0586489374332186	0.537790664456968	0.494100377351909	1.42953665620889	3457	34
GO:0033227	BP	dsRNA transport	0.0597542145229181	0.547033289630819	-0.746538312628085	-1.48148649615438	2824	6
GO:0034244	BP	negative regulation of transcription elongation from RNA polymerase II promoter	0.0606896256867398	0.554693310544983	-0.719617573465697	-1.49103257227735	2838	7
GO:0006198	BP	cAMP catabolic process	0.0607961841863878	0.554765180700789	0.677874113669847	1.48610565547221	3313	10
GO:0031427	BP	response to methotrexate	0.0611095305832148	0.556720699202999	0.763634185634738	1.46828645335257	3221	6
GO:0071158	BP	positive regulation of cell cycle arrest	0.0618726186101387	0.562760500335905	0.82662329084997	1.43397845907688	3198	4
GO:2000266	BP	regulation of blood coagulation, intrinsic pathway	0.0634613560929351	0.575996397611556	0.760901010544377	1.46303120936886	3345	6
GO:0000447	BP	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.0635327818038009	0.575996397611556	-0.716376369186569	-1.48431686475188	2971	7
GO:0007264	BP	small GTPase mediated signal transduction	0.0643412736995625	0.578312121746919	0.288231132787773	1.19248702382544	5293	510
GO:0048841	BP	regulation of axon extension involved in axon guidance	0.0641264115138192	0.578312121746919	0.734234931890136	1.4702725690278	3412	7
GO:0010891	BP	negative regulation of sequestering of triglyceride	0.0643292904350352	0.578312121746919	0.644062933680836	1.47619236686395	3542	12
GO:0050795	BP	regulation of behavior	0.0642249321932131	0.578312121746919	-0.812305534405034	-1.44095323766003	3101	4
GO:0048599	BP	oocyte development	0.0644055129360561	0.578312121746919	-0.648536490795078	-1.48243446152758	2929	10
GO:2000117	BP	negative regulation of cysteine-type endopeptidase activity	0.0641538092573347	0.578312121746919	-0.969186417684143	-1.29022081725895	3209	1
GO:0006694	BP	steroid biosynthetic process	0.0649246642951595	0.582043920260114	0.71220037385792	1.47480527276092	3485	8
GO:0007221	BP	positive regulation of transcription of Notch receptor target	0.0651114272166904	0.582788745836014	0.759037532146112	1.45944818474822	3432	6
GO:0090090	BP	negative regulation of canonical Wnt signaling pathway	0.0656831344695398	0.586971222342263	0.459750375411577	1.39319606500368	3957	43
GO:0007219	BP	Notch signaling pathway	0.0664732102791157	0.590437186931296	-0.326544782894708	-1.26755325163896	2221	111
GO:0060173	BP	limb development	0.0667012299771167	0.590437186931296	0.595786327586557	1.4619245857217	3730	16
GO:0030216	BP	keratinocyte differentiation	0.066606691809972	0.590437186931296	0.528091765877258	1.43483817390975	3849	25
GO:0021794	BP	thalamus development	0.0662451235971675	0.590437186931296	0.690362463358826	1.47390379116474	3582	9
GO:0035092	BP	sperm chromatin condensation	0.0666495212471314	0.590437186931296	0.917873818860901	1.35603403505569	3368	2
GO:0051302	BP	regulation of cell division	0.0664553078339129	0.590437186931296	-0.858268659098617	-1.41160059883223	3248	3
GO:0021675	BP	nerve development	0.0671695601530867	0.593647952233491	0.689589323657889	1.47225316037759	3632	9
GO:0007601	BP	visual perception	0.0677349964148143	0.596274963276441	0.463655259556352	1.39276658889877	4061	41
GO:0030513	BP	positive regulation of BMP signaling pathway	0.0677937274644534	0.596274963276441	0.493856174637614	1.4125225202979	3985	32
GO:0008643	BP	carbohydrate transport	0.0676229508196721	0.596274963276441	0.532189638429503	1.43267873136598	3893	24
GO:0010189	BP	vitamin E biosynthetic process	0.0678911183947558	0.596274963276441	-0.967480647992977	-1.28795002649586	3396	1
GO:0044205	BP	'de novo' UMP biosynthetic process	0.0681203701668389	0.597355071307022	-0.644873652075496	-1.47406188971089	3098	10
GO:0048863	BP	stem cell differentiation	0.0685007487936103	0.5997549983939	0.687889871569756	1.4686248795707	3704	9
GO:0021766	BP	hippocampus development	0.0691453626109402	0.599793338327307	0.573162658036275	1.44734868945065	3910	18
GO:0008053	BP	mitochondrial fusion	0.0690511587232182	0.599793338327307	0.542868539064644	1.43401471298325	3947	22
GO:0010216	BP	maintenance of DNA methylation	0.0690283442721381	0.599793338327307	-0.807439499992044	-1.43232135255648	3333	4
GO:0003222	BP	ventricular trabecula myocardium morphogenesis	0.0688189602830643	0.599793338327307	-0.768797890947767	-1.45077174571165	3286	5
GO:0007200	BP	phospholipase C-activating G-protein coupled receptor signaling pathway	0.0690115175769874	0.599793338327307	0.728754999086358	1.45929924900233	3672	7
GO:0000056	BP	ribosomal small subunit export from nucleus	0.068647563108683	0.599793338327307	-0.685919140635347	-1.47405287144434	3178	8
GO:0003281	BP	ventricular septum development	0.0698872898736174	0.6046756373567	0.549873371628068	1.4381395819212	3986	21
GO:0046479	BP	glycosphingolipid catabolic process	0.0699233524785367	0.6046756373567	0.964498044848775	1.2871467568101	3493	1
GO:2000147	BP	positive regulation of cell motility	0.07678852922758	0.605904483258379	-0.678207617674309	-1.45748066651447	3555	8
GO:0032212	BP	positive regulation of telomere maintenance via telomerase	0.07726434258762	0.605904483258379	-0.501224577758045	-1.4092571646343	3308	22
GO:0006094	BP	gluconeogenesis	0.0711102796108579	0.605904483258379	0.490882607763706	1.40401755389125	4180	32
GO:0030036	BP	actin cytoskeleton organization	0.0705405291243682	0.605904483258379	0.334898006747384	1.26188113597027	5009	180
GO:0009612	BP	response to mechanical stimulus	0.0735157496187488	0.605904483258379	0.546333233186216	1.42888069891031	4193	21
GO:0008360	BP	regulation of cell shape	0.0726226911305578	0.605904483258379	0.383083779558951	1.31567109759601	4721	89
GO:0043588	BP	skin development	0.0769190187285677	0.605904483258379	0.55054657862425	1.42307669956097	4373	20
GO:0050826	BP	response to freezing	0.0704021043266348	0.605904483258379	0.818237659873588	1.41943154959707	3639	4
GO:0006108	BP	malate metabolic process	0.0736348739273695	0.605904483258379	0.560843132087501	1.43482684714408	4178	19
GO:0043087	BP	regulation of GTPase activity	0.0733627748353738	0.605904483258379	0.399149507863413	1.33168921561685	4667	74
GO:0007605	BP	sensory perception of sound	0.071597889957265	0.605904483258379	0.464466104351499	1.38845683470878	4288	40
GO:0034975	BP	protein folding in endoplasmic reticulum	0.0728068647094695	0.605904483258379	-0.659119123888664	-1.46421955643762	3342	9
GO:0060976	BP	coronary vasculature development	0.0710722115766396	0.605904483258379	0.519515390091841	1.42312335812935	4116	26
GO:0031100	BP	organ regeneration	0.0757273181137385	0.605904483258379	-0.552653105106425	-1.43744634647742	3336	16
GO:0006000	BP	fructose metabolic process	0.0714388179601205	0.605904483258379	0.601195592329843	1.45315895079132	3983	15
GO:0010745	BP	negative regulation of macrophage derived foam cell differentiation	0.070992809935362	0.605904483258379	0.637165733585893	1.46038398293057	3909	12
GO:0007565	BP	female pregnancy	0.0716520970101024	0.605904483258379	0.494321614527676	1.40613557493334	4212	31
GO:0051574	BP	positive regulation of histone H3-K9 methylation	0.0772875848596793	0.605904483258379	0.812520346202922	1.40951348324415	3995	4
GO:0021785	BP	branchiomotor neuron axon guidance	0.0769791647678594	0.605904483258379	0.646198114016567	1.45060426694495	4222	11
GO:0032870	BP	cellular response to hormone stimulus	0.0766011392053348	0.605904483258379	0.525327616349509	1.41420585557459	4410	24
GO:0007158	BP	neuron cell-cell adhesion	0.0770791844476055	0.605904483258379	0.747502512709669	1.43726909285279	4063	6
GO:0010976	BP	positive regulation of neuron projection development	0.0770428531199788	0.605904483258379	0.449059358259709	1.36700323074877	4650	44
GO:0035458	BP	cellular response to interferon-beta	0.0724573372529443	0.605904483258379	0.684125556730167	1.46058817681283	3918	9
GO:0006090	BP	pyruvate metabolic process	0.0721492587790993	0.605904483258379	0.725672175087091	1.45312603200543	3839	7
GO:0000079	BP	regulation of cyclin-dependent protein serine/threonine kinase activity	0.0718494234164011	0.605904483258379	-0.546003013676392	-1.44052095284753	3133	17
GO:2000491	BP	positive regulation of hepatic stellate cell activation	0.0771645705315952	0.605904483258379	0.776339594978577	1.42481357313055	4030	5
GO:0000467	BP	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.0761677449071457	0.605904483258379	-0.762459598579466	-1.43881097475707	3637	5
GO:0034498	BP	early endosome to Golgi transport	0.0735037895287046	0.605904483258379	-0.65844337268958	-1.46271838906874	3374	9
GO:0048873	BP	homeostasis of number of cells within a tissue	0.0714401688585809	0.605904483258379	0.623253766591082	1.45632128084683	3959	13
GO:0045820	BP	negative regulation of glycolytic process	0.0726043609238273	0.605904483258379	0.600162586902429	1.45066205776314	4048	15
GO:0071347	BP	cellular response to interleukin-1	0.071728361704044	0.605904483258379	0.611838593194451	1.45462930739283	3981	14
GO:0007088	BP	regulation of mitotic nuclear division	0.0720505851683399	0.605904483258379	0.684465944266608	1.46131489430842	3896	9
GO:0034113	BP	heterotypic cell-cell adhesion	0.0757671471505963	0.605904483258379	0.777697539669661	1.42730580467449	3957	5
GO:0050859	BP	negative regulation of B cell receptor signaling pathway	0.0763584637268848	0.605904483258379	0.748217325362862	1.43864350714056	4025	6
GO:0015813	BP	L-glutamate transport	0.0728416554562	0.605904483258379	0.913084680838329	1.3489587333925	3681	2
GO:0043490	BP	malate-aspartate shuttle	0.0728416554562	0.605904483258379	0.913084680838329	1.3489587333925	3681	2
GO:0042904	BP	9-cis-retinoic acid biosynthetic process	0.0736469741785914	0.605904483258379	-0.964817253212034	-1.28440440583068	3684	1
GO:0009855	BP	determination of bilateral symmetry	0.0736469741785914	0.605904483258379	-0.964817253212034	-1.28440440583068	3684	1
GO:0016331	BP	morphogenesis of embryonic epithelium	0.0736469741785914	0.605904483258379	-0.964817253212034	-1.28440440583068	3684	1
GO:0001936	BP	regulation of endothelial cell proliferation	0.0736469741785914	0.605904483258379	-0.964817253212034	-1.28440440583068	3684	1
GO:0042573	BP	retinoic acid metabolic process	0.0736469741785914	0.605904483258379	-0.964817253212034	-1.28440440583068	3684	1
GO:0035799	BP	ureter maturation	0.0736469741785914	0.605904483258379	-0.964817253212034	-1.28440440583068	3684	1
GO:0016540	BP	protein autoprocessing	0.0756068762632832	0.605904483258379	0.961704971670258	1.28341933081638	3777	1
GO:0045214	BP	sarcomere organization	0.0753970455007673	0.605904483258379	0.681443788220494	1.45486267900085	4077	9
GO:0001837	BP	epithelial to mesenchymal transition	0.0769987128146453	0.605904483258379	0.585537746360767	1.43677689070252	4306	16
GO:0021814	BP	cell motility involved in cerebral cortex radial glia guided migration	0.0767530129910784	0.605904483258379	0.856722462741656	1.38465805694402	3922	3
GO:0035414	BP	negative regulation of catenin import into nucleus	0.0767530129910784	0.605904483258379	0.856722462741656	1.38465805694402	3922	3
GO:2000599	BP	negative regulation of cyclin catabolic process	0.0767530129910784	0.605904483258379	0.856722462741656	1.38465805694402	3922	3
GO:0070317	BP	negative regulation of G0 to G1 transition	0.0767530129910784	0.605904483258379	0.856722462741656	1.38465805694402	3922	3
GO:0034144	BP	negative regulation of toll-like receptor 4 signaling pathway	0.0767530129910784	0.605904483258379	0.856722462741656	1.38465805694402	3922	3
GO:1900747	BP	negative regulation of vascular endothelial growth factor signaling pathway	0.0767530129910784	0.605904483258379	0.856722462741656	1.38465805694402	3922	3
GO:0051642	BP	centrosome localization	0.0770537503266835	0.605904483258379	-0.654940528362072	-1.45493689255073	3537	9
GO:0001957	BP	intramembranous ossification	0.0759503100962882	0.605904483258379	0.700877265064284	1.45135768530398	4077	8
GO:0090103	BP	cochlea morphogenesis	0.0720770073563938	0.605904483258379	0.860150034777604	1.39019779173765	3683	3
GO:0046080	BP	dUTP metabolic process	0.0702846975088968	0.605904483258379	-0.909782562630306	-1.3559565275035	3475	2
GO:0061088	BP	regulation of sequestering of zinc ion	0.0712499198358238	0.605904483258379	-0.708825778588452	-1.46867219883925	3332	7
GO:0021953	BP	central nervous system neuron differentiation	0.0768276331325422	0.605904483258379	0.961106455989147	1.28262059667486	3838	1
GO:0021914	BP	negative regulation of smoothened signaling pathway involved in ventral spinal cord patterning	0.0768276331325422	0.605904483258379	0.961106455989147	1.28262059667486	3838	1
GO:0060831	BP	smoothened signaling pathway involved in dorsal/ventral neural tube patterning	0.0768276331325422	0.605904483258379	0.961106455989147	1.28262059667486	3838	1
GO:0061024	BP	membrane organization	0.0772503007374606	0.605904483258379	0.529720218264636	1.41303439044971	4430	23
GO:0071035	BP	nuclear polyadenylation-dependent rRNA catabolic process	0.0761677449071457	0.605904483258379	-0.762459598579466	-1.43881097475707	3637	5
GO:0051295	BP	establishment of meiotic spindle localization	0.0709243177378489	0.605904483258379	0.817805621669933	1.41868207461324	3666	4
GO:0030262	BP	apoptotic nuclear changes	0.0750363959883533	0.605904483258379	-0.906441090506449	-1.35097633649531	3710	2
GO:0010921	BP	regulation of phosphatase activity	0.0750363959883533	0.605904483258379	-0.906441090506449	-1.35097633649531	3710	2
GO:0048246	BP	macrophage chemotaxis	0.0765674718325362	0.605904483258379	0.961216183864017	1.28276703126748	3825	1
GO:0050861	BP	positive regulation of B cell receptor signaling pathway	0.0738468302821968	0.605904483258379	-0.964707525337164	-1.28425833157106	3694	1
GO:0034141	BP	positive regulation of toll-like receptor 3 signaling pathway	0.0742860573555605	0.605904483258379	0.962403239964887	1.28435118731481	3711	1
GO:0045900	BP	negative regulation of translational elongation	0.0786351684299882	0.608564103795145	-0.799052321811562	-1.41744329123335	3797	4
GO:0006616	BP	SRP-dependent cotranslational protein targeting to membrane, translocation	0.0786351684299882	0.608564103795145	-0.799052321811562	-1.41744329123335	3797	4
GO:0042351	BP	'de novo' GDP-L-fucose biosynthetic process	0.0784289094068631	0.608564103795145	-0.760261996117635	-1.43466395562828	3745	5
GO:0019673	BP	GDP-mannose metabolic process	0.0784289094068631	0.608564103795145	-0.760261996117635	-1.43466395562828	3745	5
GO:0000301	BP	retrograde transport, vesicle recycling within Golgi	0.0786024314927984	0.608564103795145	-0.676454460992823	-1.45371310050364	3639	8
GO:0019484	BP	beta-alanine catabolic process	0.0780032106454171	0.608564103795145	0.811920794054566	1.40847341472037	4032	4
GO:0001953	BP	negative regulation of cell-matrix adhesion	0.0777495709382151	0.608564103795145	0.584888365957762	1.43518345840526	4348	16
GO:0008589	BP	regulation of smoothened signaling pathway	0.0786454111501396	0.608564103795145	0.605430075875837	1.43939323498373	4365	14
GO:0006431	BP	methionyl-tRNA aminoacylation	0.0778602703217209	0.608564103795145	-0.728439891064713	-1.44557063397517	3680	6
GO:0060413	BP	atrial septum morphogenesis	0.0787095007043356	0.608564103795145	0.855483215536696	1.3826551520343	4022	3
GO:2001237	BP	negative regulation of extrinsic apoptotic signaling pathway	0.079297100710377	0.609836239625666	0.481545200363085	1.3848995996916	4665	33
GO:0010887	BP	negative regulation of cholesterol storage	0.0791677924885166	0.609836239625666	0.604922250953552	1.43818589529775	4394	14
GO:0032471	BP	negative regulation of endoplasmic reticulum calcium ion concentration	0.0795858945325137	0.609836239625666	-0.903144161962329	-1.34606253405093	3935	2
GO:0002576	BP	platelet degranulation	0.0795265145072962	0.609836239625666	0.488029030874856	1.38823584028198	4675	31
GO:0050804	BP	modulation of synaptic transmission	0.0791848192639312	0.609836239625666	0.643980666024284	1.44562647538295	4343	11
GO:0007616	BP	long-term memory	0.0793518325335559	0.609836239625666	-0.513810241135147	-1.41210577510398	3422	20
GO:0030048	BP	actin filament-based movement	0.0796334815664898	0.609836239625666	0.593241736864586	1.43393356655681	4440	15
GO:0050708	BP	regulation of protein secretion	0.0798239100456137	0.610462854920265	0.563611645493914	1.42323050015082	4514	18
GO:0045047	BP	protein targeting to ER	0.0800410359483282	0.611291661773849	-0.75909780136467	-1.43246704422413	3822	5
GO:0006631	BP	fatty acid metabolic process	0.0802484680601024	0.612044286249438	0.463466894372082	1.3708422155953	4779	38
GO:0048469	BP	cell maturation	0.0807611300748057	0.614621187188455	0.627340491743462	1.43786452675336	4447	12
GO:0008340	BP	determination of adult lifespan	0.0808050271005636	0.614621187188455	-0.674757936568433	-1.45006723825677	3741	8
GO:0033631	BP	cell-cell adhesion mediated by integrin	0.081155110345907	0.615617915323001	0.853513277003041	1.37947128400126	4147	3
GO:0034241	BP	positive regulation of macrophage fusion	0.081155110345907	0.615617915323001	0.853513277003041	1.37947128400126	4147	3
GO:0006537	BP	glutamate biosynthetic process	0.0813172871918665	0.616016807689328	0.554521906553138	1.41865500945071	4614	19
GO:0007597	BP	blood coagulation, intrinsic pathway	0.0815464078885585	0.616091880029015	0.853251002533767	1.37904738889776	4167	3
GO:0002072	BP	optic cup morphogenesis involved in camera-type eye development	0.0815264698900056	0.616091880029015	0.906671484844984	1.33948410642117	4120	2
GO:0046477	BP	glycosylceramide catabolic process	0.0819572703083425	0.618364854232474	0.852946772304904	1.37855568375884	4188	3
GO:0072661	BP	protein targeting to plasma membrane	0.0820980235042735	0.618596501498018	0.457054064677251	1.36629957275054	4917	40
GO:0034638	BP	phosphatidylcholine catabolic process	0.0822389416474866	0.618828769746348	0.808318112057293	1.40222368955997	4251	4
GO:0000732	BP	strand displacement	0.0823826580260461	0.619081444872199	-0.796135389765132	-1.41226892949591	3978	4
GO:0043508	BP	negative regulation of JUN kinase activity	0.0826173541963016	0.620016218875048	0.742935787426185	1.42848836905066	4355	6
GO:0032835	BP	glomerulus development	0.0830468030738591	0.621714271769898	0.715687870479798	1.43313290916785	4419	7
GO:0035412	BP	regulation of catenin import into nucleus	0.0830648315422867	0.621714271769898	0.693916191850819	1.43694288315542	4459	8
GO:0006003	BP	fructose 2,6-bisphosphate metabolic process	0.0831988365287409	0.621889175702198	0.570031342867886	1.42045657887967	4690	17
GO:0030574	BP	collagen catabolic process	0.0835604647826711	0.622175307528842	0.590018061232508	1.42614157147406	4659	15
GO:0002143	BP	tRNA wobble position uridine thiolation	0.0837698503074598	0.622175307528842	-0.794979957054569	-1.41021930108066	4045	4
GO:0006424	BP	glutamyl-tRNA aminoacylation	0.083790554669869	0.622175307528842	-0.794939345345537	-1.41014725974751	4046	4
GO:0055129	BP	L-proline biosynthetic process	0.0835596313938477	0.622175307528842	-0.596002797571643	-1.434245881615	3753	12
GO:0033159	BP	negative regulation of protein import into nucleus, translocation	0.0837421856453272	0.622175307528842	0.905000763898115	1.33701584289684	4232	2
GO:0070670	BP	response to interleukin-4	0.0841237265886442	0.623825154557743	0.672737950900908	1.43627596939301	4549	9
GO:0014047	BP	glutamate secretion	0.0844168079894479	0.624351154879851	-0.755414316043751	-1.42551606726094	4031	5
GO:0000052	BP	citrulline metabolic process	0.0844148136424784	0.624351154879851	0.904446018334713	1.33619628159188	4266	2
GO:0071377	BP	cellular response to glucagon stimulus	0.0851135157283072	0.62542783574911	0.692117601348397	1.43321841058579	4569	8
GO:0051561	BP	positive regulation of mitochondrial calcium ion concentration	0.0850658459477001	0.62542783574911	-0.754770924266529	-1.42430194502828	4062	5
GO:0033619	BP	membrane protein proteolysis	0.0846817097780224	0.62542783574911	0.653572364069068	1.4328288496593	4615	10
GO:0016998	BP	cell wall macromolecule catabolic process	0.084970703327191	0.62542783574911	-0.793735980662334	-1.4080126045434	4103	4
GO:0006304	BP	DNA modification	0.0851187145255416	0.62542783574911	-0.958642566435241	-1.27618440885785	4258	1
GO:0006953	BP	acute-phase response	0.0855173404178933	0.626718344835695	-0.460036517847709	-1.37121651368441	3572	28
GO:0055074	BP	calcium ion homeostasis	0.0854736688601688	0.626718344835695	0.638064027603035	1.43234463386458	4688	11
GO:0051151	BP	negative regulation of smooth muscle cell differentiation	0.0856982972259973	0.62722673008767	-0.958363259117389	-1.27581258346974	4287	1
GO:0042384	BP	cilium assembly	0.0863979218177835	0.627445372787805	0.387317020166332	1.30313083331733	5520	78
GO:0051965	BP	positive regulation of synapse assembly	0.0859329894027154	0.627445372787805	0.691436799125575	1.43180862375503	4613	8
GO:0045022	BP	early endosome to late endosome transport	0.0863976083707025	0.627445372787805	0.543033499281053	1.4036565658786	4912	20
GO:0030539	BP	male genitalia development	0.0863157894736842	0.627445372787805	0.739760024876216	1.42238213491538	4550	6
GO:0038128	BP	ERBB2 signaling pathway	0.0860829397054737	0.627445372787805	0.517848420527418	1.39407151997638	4956	24
GO:0048795	BP	swim bladder morphogenesis	0.0859776845770357	0.627445372787805	0.90348838369228	1.33478150633454	4345	2
GO:0007612	BP	learning	0.0877559736552251	0.628650812811285	-0.564728280558335	-1.41588264372667	3903	14
GO:0060326	BP	cell chemotaxis	0.0896495724326931	0.628650812811285	-0.394766263662304	-1.31251517136781	3532	46
GO:0048741	BP	skeletal muscle fiber development	0.0882089158533369	0.628650812811285	0.541663145052705	1.40011441477236	5015	20
GO:0048712	BP	negative regulation of astrocyte differentiation	0.0896538643907065	0.628650812811285	0.736959454336015	1.41699730555181	4726	6
GO:0030522	BP	intracellular receptor signaling pathway	0.0887080252546887	0.628650812811285	0.688689894228057	1.42612040738316	4762	8
GO:0034199	BP	activation of protein kinase A activity	0.0872400613271718	0.628650812811285	-0.669227476036235	-1.43818217667306	4039	8
GO:0048806	BP	genitalia development	0.089511667528092	0.628650812811285	0.765894862005672	1.4056443881453	4675	5
GO:0009826	BP	unidimensional cell growth	0.0876931028541894	0.628650812811285	0.767472186509787	1.40853924675773	4580	5
GO:0018216	BP	peptidyl-arginine methylation	0.0875173399035177	0.628650812811285	-0.791494785325287	-1.40403693585673	4226	4
GO:0048884	BP	neuromast development	0.0876434329065908	0.628650812811285	0.738626138257325	1.42020194131814	4620	6
GO:1900271	BP	regulation of long-term synaptic potentiation	0.0894831673779042	0.628650812811285	0.737059661316147	1.41718997968064	4717	6
GO:0060485	BP	mesenchyme development	0.0896954192981054	0.628650812811285	-0.956328305801612	-1.2731035699278	4487	1
GO:0070487	BP	monocyte aggregation	0.0896954192981054	0.628650812811285	-0.956328305801612	-1.2731035699278	4487	1
GO:0072125	BP	negative regulation of glomerular mesangial cell proliferation	0.0896954192981054	0.628650812811285	-0.956328305801612	-1.2731035699278	4487	1
GO:0072040	BP	negative regulation of mesenchymal cell apoptotic process involved in nephron morphogenesis	0.0896954192981054	0.628650812811285	-0.956328305801612	-1.2731035699278	4487	1
GO:0060686	BP	negative regulation of prostatic bud formation	0.0896954192981054	0.628650812811285	-0.956328305801612	-1.2731035699278	4487	1
GO:1900106	BP	positive regulation of hyaluranon cable assembly	0.0896954192981054	0.628650812811285	-0.956328305801612	-1.2731035699278	4487	1
GO:0060687	BP	regulation of branching involved in prostate gland morphogenesis	0.0896954192981054	0.628650812811285	-0.956328305801612	-1.2731035699278	4487	1
GO:0035239	BP	tube morphogenesis	0.0896954192981054	0.628650812811285	-0.956328305801612	-1.2731035699278	4487	1
GO:0021984	BP	adenohypophysis development	0.0891824458928882	0.628650812811285	0.802654736761645	1.39239919239237	4610	4
GO:0021670	BP	lateral ventricle development	0.087850276130088	0.628650812811285	-0.838946192366778	-1.37982079967444	4294	3
GO:2001268	BP	negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	0.0888870915561307	0.628650812811285	-0.896326074595749	-1.33590073226493	4395	2
GO:0071044	BP	histone mRNA catabolic process	0.0876618380849801	0.628650812811285	-0.626143970644063	-1.43124930229064	3987	10
GO:0060693	BP	regulation of branching involved in salivary gland morphogenesis	0.0890161587236654	0.628650812811285	-0.838091335239025	-1.3784148100456	4351	3
GO:0061303	BP	cornea development in camera-type eye	0.087057318730514	0.628650812811285	-0.957585188731945	-1.27477678417429	4355	1
GO:0060900	BP	embryonic camera-type eye formation	0.087057318730514	0.628650812811285	-0.957585188731945	-1.27477678417429	4355	1
GO:0045686	BP	negative regulation of glial cell differentiation	0.087057318730514	0.628650812811285	-0.957585188731945	-1.27477678417429	4355	1
GO:0090270	BP	regulation of fibroblast growth factor production	0.087057318730514	0.628650812811285	-0.957585188731945	-1.27477678417429	4355	1
GO:0021549	BP	cerebellum development	0.0898364653564769	0.628855257495338	0.584305737333009	1.41233422705856	5009	15
GO:0030948	BP	negative regulation of vascular endothelial growth factor receptor signaling pathway	0.0903348073278585	0.631557154216284	0.764953198897691	1.40391615685806	4718	5
GO:0071260	BP	cellular response to mechanical stimulus	0.0913893198974877	0.636554358294645	0.519639670197925	1.38614441985447	5241	23
GO:0061025	BP	membrane fusion	0.0912885752621379	0.636554358294645	0.440094643583118	1.33971331083009	5510	44
GO:0006241	BP	CTP biosynthetic process	0.0912389262342519	0.636554358294645	-0.589106795713455	-1.41765105638093	4098	12
GO:0001937	BP	negative regulation of endothelial cell proliferation	0.0917096375916915	0.637976878399621	0.617971277164258	1.41639028515047	5050	12
GO:0040019	BP	positive regulation of embryonic development	0.0918205469890222	0.637976878399621	-0.716546636343044	-1.42196876925178	4340	6
GO:0006693	BP	prostaglandin metabolic process	0.0919675840860298	0.63820961746614	0.800498777993915	1.38865915933765	4754	4
GO:0051402	BP	neuron apoptotic process	0.0923716347164172	0.639052163261468	-0.489477451113649	-1.3762286119214	3955	22
GO:0048598	BP	embryonic morphogenesis	0.0926574476175229	0.639052163261468	0.953525257361743	1.27250329754905	4629	1
GO:0030857	BP	negative regulation of epithelial cell differentiation	0.0926574476175229	0.639052163261468	0.953525257361743	1.27250329754905	4629	1
GO:0010464	BP	regulation of mesenchymal cell proliferation	0.0926574476175229	0.639052163261468	0.953525257361743	1.27250329754905	4629	1
GO:0051150	BP	regulation of smooth muscle cell differentiation	0.0926574476175229	0.639052163261468	0.953525257361743	1.27250329754905	4629	1
